Geneid	BT1	BT2	BT3	BT4	BT5	CH1	CH2	CH3	CH4	CH5	HT1	HT2	HT3	HT4	HT5	LS1	LS2	LS3	LS4	LS5	LT1	LT2	LT3	LT4	LT5	QY1	QY2	QY3	QY4	QY5
LOC101748467	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.000
LOC107054320	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121109412	1.321	2.250	0.076	0.325	1.712	3.046	0.127	0.079	0.543	0.063	0.218	0.047	0.078	0.188	1.208	1.734	2.096	0.911	1.773	3.881	0.337	4.061	0.090	1.464	0.633	0.116	3.088	0.263	0.079	0.183
PLXNA4	0.022	0.158	0.133	0.208	0.074	0.008	0.267	0.111	0.097	0.033	0.076	0.067	0.025	0.271	0.257	0.015	0.166	0.042	0.009	0.360	0.046	0.133	0.168	0.113	0.031	0.097	0.127	0.097	0.112	0.090
LOC107054375	0.000	0.000	0.000	0.000	0.000	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.122	0.000	0.511	0.000	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121109278	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.127	0.000	0.000	0.000	0.000
LOC121110533	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.129	0.000	0.000
LOC101752068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC107054362	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.228	0.000	0.480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PODXL	27.932	30.535	358.383	139.919	33.455	46.374	103.159	18.300	87.474	42.879	285.106	266.690	146.147	265.370	227.389	34.370	44.662	59.301	72.864	50.663	66.530	90.399	42.166	57.490	41.388	53.884	39.978	265.588	318.783	20.472
MKLN1	3.411	3.506	4.688	4.210	4.083	5.033	4.387	4.543	4.125	3.027	7.489	7.485	5.632	3.988	4.314	4.738	7.710	4.355	7.416	3.593	3.962	5.366	5.511	6.737	4.425	2.633	4.773	6.671	4.357	5.896
K123	0.211	0.594	0.932	0.897	0.235	0.205	0.894	1.553	0.878	0.656	0.736	0.785	1.008	3.839	3.104	0.708	0.371	0.331	0.276	0.593	0.956	0.706	2.256	1.630	0.824	0.309	0.435	0.783	0.864	1.569
IL2RA	1.508	2.537	4.138	5.071	0.661	3.761	5.719	6.884	3.333	0.707	0.511	1.923	0.360	1.802	1.584	2.211	0.999	1.648	0.714	0.826	1.238	4.463	4.653	2.877	2.280	1.042	1.383	5.495	3.432	4.049
RBM17	19.799	11.617	12.937	11.459	16.724	24.936	16.098	13.549	13.437	15.786	17.908	16.012	16.166	6.597	8.787	21.259	26.573	20.070	23.570	17.132	18.479	14.965	19.676	19.974	23.407	14.979	16.399	14.067	10.096	17.737
PFKFB3	4.876	10.020	14.508	12.557	4.663	9.052	11.124	10.184	8.044	5.465	13.730	15.984	11.299	9.126	8.380	4.274	3.315	2.997	2.518	4.997	5.170	13.546	6.441	7.806	4.484	2.648	4.590	15.961	11.842	10.152
PRKCQ	7.612	8.746	19.325	10.083	4.875	7.997	9.155	10.004	10.739	4.833	15.172	12.624	9.645	7.121	6.982	5.821	6.560	5.486	9.168	6.767	5.876	9.273	8.012	8.984	6.030	3.809	4.947	15.705	14.073	13.585
LOC121107859	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.083	0.000	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SFMBT2	0.792	2.376	2.004	2.246	1.623	1.330	2.046	1.528	2.237	1.354	1.249	1.563	0.651	1.915	2.224	0.926	1.634	1.342	1.192	1.243	1.345	2.220	1.549	1.472	1.791	1.253	1.270	1.867	2.154	2.163
LOC121107861	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.023	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000
LOC121110535	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121109369	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121109370	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121109385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121109373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121107863	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.143	0.000	0.000	0.000
LOC121109376	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121110612	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.196	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121109309	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.066	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121107866	0.000	0.164	0.319	0.181	0.000	0.000	0.057	0.000	0.076	0.000	0.371	0.358	0.112	0.296	0.177	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.081	0.254	0.166	0.000	0.000	0.208	0.209	0.077
LOC419112	0.915	1.275	6.184	3.117	0.909	0.431	3.231	1.968	2.901	1.338	8.190	3.528	9.922	4.812	4.903	2.161	2.862	0.467	1.473	1.515	2.554	3.137	2.451	3.229	1.773	1.075	1.455	4.904	3.747	1.133
ITIH5	2.437	8.923	11.708	13.039	3.531	4.866	9.222	4.054	5.476	7.472	3.623	12.852	6.963	8.615	8.643	5.993	7.579	5.290	3.402	7.563	5.359	8.519	6.314	6.924	3.829	4.104	4.814	8.989	11.168	5.868
ITIH2	1.001	1.033	1.460	1.599	0.839	1.238	0.901	0.694	1.128	1.559	1.478	1.244	0.846	1.458	1.341	1.971	3.171	1.779	1.562	0.971	1.339	0.993	0.949	2.056	1.294	1.287	0.689	1.336	1.027	1.065
KIN	4.653	5.252	6.901	5.907	6.695	9.952	6.570	5.384	6.082	5.726	6.621	5.046	4.813	3.530	4.553	7.805	6.075	6.148	4.951	4.898	6.814	5.046	8.193	6.942	6.784	4.219	5.455	7.894	5.378	8.924
ATP5C1	55.663	45.439	45.564	45.732	49.182	57.819	58.618	55.303	46.405	48.401	50.621	47.918	61.209	31.625	34.436	69.659	73.881	61.115	79.486	54.959	52.544	46.420	62.038	65.487	66.370	48.810	57.196	43.365	35.292	48.133
TAF3	18.438	11.310	16.377	13.326	20.343	31.520	14.732	12.714	11.560	27.771	12.743	15.897	5.566	12.040	12.997	28.105	21.141	24.913	23.140	17.361	18.940	11.870	18.238	13.661	18.642	18.939	14.133	16.349	16.275	14.910
GATA3	5.354	4.043	16.388	13.075	3.990	4.008	7.451	3.874	7.129	5.671	14.253	8.123	18.395	8.430	8.522	3.902	3.077	3.574	6.298	3.281	6.921	6.819	5.872	7.235	4.991	5.774	5.192	16.559	15.982	3.111
CELF2	2.703	4.164	3.796	2.033	2.051	2.988	2.717	3.171	1.508	2.351	0.708	1.007	0.465	1.292	1.317	4.709	3.690	3.224	1.978	1.526	1.509	2.796	3.667	2.979	5.220	2.021	2.525	4.239	2.068	4.793
USP6NL	52.897	18.889	15.912	16.045	62.523	68.738	14.709	18.336	15.582	45.324	13.182	13.540	6.971	22.033	20.940	45.671	44.642	52.093	55.162	30.117	30.689	12.083	36.424	28.391	29.453	40.983	33.548	12.516	11.966	31.552
ECHDC3	26.386	17.272	12.169	15.100	25.976	19.057	18.553	22.789	20.238	34.572	16.530	13.222	20.037	16.112	15.416	28.478	24.682	25.161	26.336	30.743	23.558	19.244	21.633	20.559	24.074	19.677	18.095	7.089	10.304	21.501
PROSER2	13.699	7.945	8.670	9.343	15.521	13.478	5.346	6.722	7.327	9.216	13.288	21.627	5.948	15.322	16.209	13.966	12.370	18.547	14.857	9.607	8.978	5.957	11.341	9.557	8.885	11.448	9.270	8.639	11.525	7.807
UPF2	12.774	11.471	13.240	10.879	18.217	22.539	12.427	11.654	12.260	14.680	14.441	15.253	8.521	9.609	10.022	18.286	19.087	17.150	21.999	15.156	12.426	11.569	15.737	15.625	13.314	12.638	11.877	14.739	12.234	14.886
DHTKD1	1.726	4.348	2.329	2.675	3.029	2.361	3.814	3.339	2.797	2.552	2.294	1.794	1.154	1.996	1.641	2.228	2.978	2.008	1.434	2.246	2.461	2.162	2.145	2.590	3.143	2.453	1.889	3.123	1.873	5.019
SEC61A2	2.930	7.980	6.497	5.911	1.118	2.677	6.213	3.494	6.358	3.063	7.247	7.233	4.089	6.619	6.765	2.016	2.883	1.328	2.244	3.327	3.258	5.472	3.398	5.124	2.596	2.676	3.802	6.642	6.493	3.318
NUDT5	4.320	5.213	3.252	3.306	2.077	6.699	3.451	3.934	2.672	2.639	2.771	3.778	2.512	2.915	3.112	7.133	8.762	5.028	10.097	7.137	5.511	3.049	5.028	4.878	4.128	6.243	3.132	2.042	1.817	8.035
CDC123	2.705	2.705	2.407	2.767	2.566	3.650	3.539	4.111	3.536	3.390	3.448	2.703	2.437	1.886	2.379	3.200	2.730	2.890	2.210	2.417	3.050	2.981	3.091	3.551	3.573	2.257	2.669	3.225	2.827	4.234
CAMK1D	3.008	7.049	6.454	7.229	3.956	3.898	6.673	5.545	4.767	3.806	2.987	4.899	2.757	8.195	7.427	6.289	7.500	5.578	4.784	5.984	5.626	6.574	4.636	4.588	5.489	5.544	4.409	6.464	6.699	11.058
CCDC3	0.614	5.493	3.137	2.566	0.955	0.679	3.751	1.050	2.376	1.224	0.785	0.692	1.131	3.766	2.909	0.911	1.153	0.730	0.473	2.693	1.093	4.031	0.832	1.368	1.194	0.627	0.955	2.280	2.112	1.405
OPTN	30.227	31.193	27.306	29.058	38.559	45.125	27.133	29.565	26.721	28.510	27.652	27.000	18.895	19.334	21.750	44.301	37.525	40.606	40.951	39.026	28.796	27.510	34.086	34.198	35.480	30.264	34.102	35.054	28.189	41.570
MCM10	0.233	0.373	0.478	0.594	0.126	0.480	0.660	0.770	0.602	0.127	0.416	0.320	0.382	0.127	0.341	0.390	0.000	0.186	0.239	0.461	0.494	0.627	0.748	0.761	0.498	0.031	0.292	0.906	0.482	1.084
PHYH	22.074	23.014	20.652	19.620	26.081	30.480	29.706	26.092	29.202	29.845	14.519	17.319	18.889	16.259	16.810	41.038	28.822	26.937	22.660	33.394	25.396	23.446	28.584	29.360	31.083	20.104	22.679	17.265	13.353	19.632
SEPHS1	5.389	7.232	6.492	4.634	6.056	8.057	5.913	5.746	5.324	6.580	4.373	4.691	3.140	4.316	4.989	10.441	8.207	6.724	7.995	5.911	5.618	5.803	6.176	5.588	6.876	5.718	5.719	5.079	4.202	9.105
BEND7	15.671	11.085	10.983	10.563	17.407	20.086	9.357	12.381	10.702	14.947	10.635	14.518	6.590	11.460	13.642	20.078	14.945	19.263	15.998	11.998	12.076	10.870	14.656	11.772	13.936	16.877	14.203	13.647	13.497	16.924
PRPF18	9.720	15.198	15.042	12.629	15.044	18.477	16.051	16.304	18.241	15.994	25.001	22.276	24.953	12.260	16.474	16.555	19.639	14.379	15.050	18.486	12.893	16.334	18.108	20.019	18.679	13.242	14.795	17.212	12.771	13.956
FRMD4A	3.069	2.036	8.259	4.464	2.947	3.119	3.315	1.164	3.136	2.948	6.334	6.446	2.370	5.643	4.789	2.335	3.280	2.551	3.998	2.700	3.672	3.418	3.203	3.349	2.953	2.172	3.293	6.748	5.782	2.620
FAM107B	8.445	9.623	10.041	11.722	7.261	8.671	10.871	19.177	7.118	6.698	2.592	3.813	2.099	6.736	6.192	14.745	5.005	6.938	4.293	6.428	7.229	8.674	11.529	8.938	8.088	6.136	5.251	7.979	6.521	19.922
HSPA14	6.396	5.757	6.549	6.821	5.881	7.339	8.991	11.346	9.333	7.202	10.386	6.905	5.632	7.098	7.195	7.031	6.157	5.902	6.352	9.797	12.250	7.996	11.372	11.947	10.538	5.123	5.447	8.902	7.792	10.767
SUV39H2	7.552	12.263	9.433	14.445	8.196	17.028	11.530	18.485	25.500	15.011	6.411	5.426	4.829	16.110	16.088	8.872	10.439	9.215	10.747	8.699	25.462	10.649	20.452	27.449	20.567	10.651	9.792	6.127	7.362	13.378
DCLRE1C	0.793	2.111	1.647	2.024	0.801	1.194	0.678	2.503	1.197	1.326	0.737	0.509	0.611	1.193	0.960	0.873	0.816	0.783	0.783	0.675	1.619	1.008	1.783	1.769	1.516	0.864	1.056	1.329	0.904	2.258
MEIG1	3.143	3.790	3.209	3.456	4.685	2.819	5.150	2.803	2.318	3.614	0.557	1.638	1.688	1.589	1.835	0.000	1.474	0.925	0.097	2.251	1.856	3.967	2.923	1.806	20.943	9.763	11.419	3.289	5.237	26.098
LOC121108079	5.879	6.655	4.936	5.286	6.350	6.986	7.555	5.927	4.051	9.850	0.785	2.618	5.873	1.833	1.674	1.230	3.038	1.304	0.000	6.743	3.092	5.592	2.724	3.273	30.666	16.391	21.412	5.636	7.311	32.901
TMEM243	19.733	49.144	31.580	45.110	31.031	46.749	41.078	55.201	66.445	43.224	22.554	19.334	36.786	53.262	59.646	22.908	29.708	38.404	24.614	36.513	65.678	49.818	59.914	66.083	81.690	52.069	73.393	26.510	29.647	73.084
DMTF1	7.068	9.585	13.467	9.584	8.158	10.235	15.714	11.109	17.581	13.698	11.964	10.217	7.962	14.227	14.685	8.342	12.021	8.076	8.061	7.046	16.762	13.344	17.023	17.828	21.289	11.822	11.998	10.439	12.864	13.865
LOC121108084	0.926	1.462	2.203	1.665	0.480	1.537	2.272	2.070	2.996	1.605	2.970	1.965	1.270	3.802	3.308	0.793	0.529	0.572	0.648	0.750	1.798	2.555	1.386	2.268	1.620	0.237	1.182	1.585	1.829	1.683
ELAPOR2	0.643	1.154	0.653	1.255	1.059	0.454	0.682	0.836	0.960	0.674	0.058	0.234	0.152	0.849	0.786	0.932	0.317	0.518	1.171	1.024	0.519	0.333	0.388	0.289	0.813	0.547	0.434	0.241	0.541	0.982
GRM3	0.000	0.020	0.086	0.022	0.000	0.000	0.041	0.072	0.000	0.000	0.000	0.000	0.016	0.021	0.064	0.070	0.000	0.097	0.029	0.028	0.017	0.000	0.029	0.091	0.060	0.000	0.033	0.015	0.015	0.110
SEMA3D	2.527	3.820	3.360	4.224	2.392	3.387	4.176	1.329	5.124	1.884	5.066	7.587	8.100	5.516	4.789	5.941	5.981	3.556	3.185	3.854	2.352	5.121	3.279	3.565	3.120	3.034	2.117	4.527	2.940	2.143
SEMA3A	25.371	9.378	4.246	6.568	20.452	39.385	7.495	7.025	4.390	19.959	3.735	4.011	3.707	3.881	5.510	29.920	30.828	31.862	38.668	19.403	14.177	4.485	13.079	10.095	9.468	17.984	14.037	4.113	3.677	11.550
SEMA3E	0.035	0.077	0.056	0.000	0.000	0.000	0.081	0.000	0.054	0.070	0.061	0.000	0.032	0.084	0.188	0.046	0.000	0.000	0.000	0.109	0.000	0.077	0.086	0.060	0.039	0.103	0.161	0.352	0.088	0.136
PCLO	0.017	0.024	0.007	0.027	0.013	0.037	0.025	0.009	0.023	0.026	0.003	0.000	0.006	0.068	0.070	0.029	0.016	0.019	0.014	0.102	0.000	0.019	0.018	0.030	0.015	0.051	0.008	0.011	0.018	0.007
CACNA2D1	0.902	4.098	3.275	3.223	0.487	0.841	3.615	1.694	3.078	2.105	1.687	1.851	0.839	2.283	2.383	0.668	0.811	0.945	0.371	2.011	2.930	2.909	1.960	2.458	1.395	0.550	2.140	2.653	2.407	1.857
HGF	0.728	2.639	2.780	2.085	1.703	1.373	1.792	1.742	2.596	1.537	0.790	1.093	0.347	1.246	1.428	1.724	1.796	0.937	0.897	1.263	0.771	2.546	1.124	1.316	1.756	0.713	1.336	3.384	1.706	1.437
SEMA3C	14.558	20.366	12.497	12.368	13.218	15.370	13.204	7.474	19.614	15.649	9.691	10.846	11.446	10.683	11.954	9.803	10.812	11.516	15.255	10.036	11.904	12.559	12.341	12.258	10.323	17.378	17.018	7.957	10.870	9.212
CD36	0.586	1.611	5.288	1.267	2.425	1.104	5.002	0.738	1.997	0.908	10.087	11.977	6.627	3.967	5.085	0.726	2.290	1.121	1.362	0.909	4.118	3.773	4.282	7.472	3.819	0.430	1.582	9.822	4.928	2.556
GNAT3	0.243	0.862	1.131	0.230	2.055	2.561	0.903	0.463	1.493	0.054	21.435	31.693	14.483	13.894	11.733	1.100	0.051	0.266	1.132	1.049	3.295	1.242	5.630	9.854	4.019	1.429	0.793	5.999	7.801	1.569
GNAI1	20.324	12.764	22.087	11.808	20.008	26.158	19.998	11.315	15.355	15.116	22.242	36.137	8.952	17.221	14.493	14.132	21.348	17.492	29.669	16.123	18.629	10.038	18.341	20.067	14.920	10.691	17.667	26.352	23.032	14.906
MAGI2	8.162	3.739	4.999	4.387	8.771	12.107	4.096	2.849	3.653	8.742	3.313	3.912	1.960	5.140	5.287	10.616	7.408	7.738	10.140	6.012	4.160	3.012	5.653	4.368	5.052	6.709	6.056	3.978	3.833	4.327
PHTF2	5.950	10.199	8.337	10.174	5.752	3.847	6.108	12.136	8.113	4.995	4.013	3.751	2.452	4.594	4.037	4.479	2.251	2.034	2.129	3.030	5.822	6.425	6.391	6.011	5.224	3.184	5.062	6.591	7.800	15.884
TMEM60	6.609	6.449	9.306	10.290	8.855	5.061	8.200	8.091	10.441	7.842	12.196	5.925	6.559	7.006	6.676	12.804	4.725	5.505	5.067	8.548	7.285	14.289	8.870	8.631	5.717	3.698	7.109	8.433	6.719	6.698
RSBN1L	5.265	7.281	9.798	7.587	6.601	9.182	7.961	9.090	8.425	7.601	9.448	11.553	4.667	7.454	8.019	6.683	6.372	6.804	6.437	5.498	8.172	9.756	8.068	8.757	8.347	4.950	6.803	9.486	9.428	9.596
PTPN12	13.386	9.608	18.584	13.875	19.171	25.939	10.249	9.165	10.743	15.315	16.705	16.991	8.740	11.008	9.291	15.437	16.524	17.346	22.858	13.146	13.255	9.110	12.735	12.282	10.776	18.117	12.737	17.442	13.330	12.076
GSAP	15.049	9.944	5.189	11.115	21.340	16.612	9.200	7.093	8.207	7.499	5.786	4.769	4.172	10.103	9.425	8.881	9.720	11.030	15.497	6.938	11.934	7.376	9.714	7.737	9.613	8.718	7.910	3.355	4.892	11.419
CCDC146	0.479	3.609	0.244	1.811	0.489	0.999	1.744	3.689	0.406	1.006	0.683	0.228	0.591	0.362	0.270	0.795	0.474	0.110	1.138	0.862	3.757	0.911	1.945	1.831	2.370	0.704	0.231	0.507	0.531	9.609
FGL2	36.524	27.161	34.861	30.388	45.427	56.319	38.342	40.281	31.537	32.518	7.959	21.811	7.665	22.939	24.619	35.605	33.781	26.226	16.995	14.306	20.943	24.368	46.371	35.000	36.959	23.958	21.391	21.354	32.392	45.638
FAM185A	16.683	8.364	4.656	5.467	20.876	18.145	6.983	12.102	7.909	14.357	6.403	8.010	4.771	5.408	6.597	15.632	14.037	15.714	13.876	10.556	10.568	6.431	11.785	10.772	11.251	10.894	7.312	3.943	4.609	12.767
FBXL13	0.271	1.259	0.048	0.330	0.000	0.043	0.693	1.244	0.139	0.420	0.173	0.018	0.068	0.036	0.000	0.514	0.000	0.132	0.436	0.234	1.541	0.165	0.716	0.900	0.976	0.133	0.055	0.151	0.152	2.423
LRRC17	0.000	0.321	0.201	0.101	0.000	0.177	1.536	0.294	0.895	0.166	0.216	0.025	0.075	0.050	0.298	0.219	0.000	0.046	0.201	0.194	0.504	0.593	0.171	0.498	0.280	0.612	0.000	0.209	0.175	0.613
ARMC10	1.977	1.734	1.891	1.813	2.136	1.945	2.376	2.514	2.044	1.200	1.338	1.450	1.020	1.404	1.280	2.069	1.452	1.942	2.030	1.423	1.520	1.536	2.185	2.030	1.922	1.557	1.104	1.920	2.532	2.307
NAPEPLD	14.946	10.700	11.431	10.315	17.687	19.509	11.289	12.116	10.487	13.196	8.803	12.962	6.562	7.547	8.186	19.280	15.339	14.224	15.701	11.538	7.913	8.273	12.671	10.954	13.263	12.901	10.649	8.720	9.704	12.946
PMPCB	14.916	14.420	12.365	14.241	15.092	13.610	14.262	16.085	13.763	9.460	13.621	12.934	18.695	10.426	9.849	13.346	11.452	14.428	11.789	16.133	11.187	12.955	15.935	16.784	15.966	12.147	14.096	12.944	11.827	16.615
DNAJC2	15.868	10.786	9.757	14.961	13.781	23.404	11.389	14.306	10.125	11.229	13.207	13.652	9.106	8.172	10.676	15.970	12.751	10.718	17.862	11.145	12.724	10.161	14.067	14.242	13.555	13.262	15.067	12.746	10.455	18.070
PSMC2	69.997	67.922	67.440	58.290	83.546	77.818	75.779	78.197	78.299	73.315	73.242	80.832	81.875	58.989	57.092	101.955	77.245	86.778	86.107	98.920	58.670	79.653	82.055	88.371	81.601	73.032	80.783	70.185	56.206	68.449
SLC26A5	2.847	5.569	7.127	5.260	2.829	3.429	7.246	6.450	7.846	4.624	4.942	6.882	2.059	4.958	4.458	3.783	3.035	3.074	2.603	2.946	4.481	7.883	5.562	5.131	3.733	1.858	4.901	8.212	6.772	6.093
RELN	0.422	0.963	1.075	1.046	0.504	0.304	1.150	0.364	1.060	0.398	0.589	1.152	0.450	1.175	1.330	0.453	0.432	0.495	0.272	0.632	0.693	0.949	0.787	0.538	0.464	0.124	0.803	0.842	1.318	0.992
ORC5	1.356	2.104	2.065	2.091	1.335	1.232	1.505	2.416	1.727	1.110	1.423	1.342	1.331	1.157	1.038	1.303	2.045	1.932	1.598	2.367	1.644	1.457	1.647	1.922	1.921	0.747	1.355	1.987	1.365	3.110
LHFPL3	2.128	0.780	4.828	3.219	1.626	3.316	3.455	1.952	4.582	5.111	1.713	3.056	1.241	0.815	0.731	7.410	6.552	5.069	2.020	4.148	5.178	5.670	1.856	2.817	1.403	4.607	2.627	9.798	1.836	2.913
KMT2E	19.665	33.248	43.824	44.632	28.403	27.575	29.512	33.226	31.633	21.730	28.616	38.469	12.480	42.930	39.037	24.762	22.054	26.419	20.523	17.227	33.508	37.826	33.966	35.568	32.061	23.596	23.396	49.944	58.226	49.602
SRPK2	8.841	5.650	5.000	5.326	9.295	12.256	5.508	7.826	5.896	8.002	4.153	4.805	4.219	4.926	4.768	10.089	9.077	11.182	10.830	8.931	7.064	5.992	8.964	8.987	7.113	8.044	4.799	5.194	4.878	11.279
PUS7	4.121	4.635	4.126	4.011	2.696	5.243	3.902	4.478	4.513	4.062	4.393	4.455	3.683	3.776	4.008	3.696	4.769	4.555	4.386	2.771	4.303	5.160	8.259	6.234	4.453	4.707	4.347	3.796	3.140	5.741
RINT1	3.280	8.583	3.471	5.932	3.832	11.029	4.628	7.239	7.956	5.007	4.734	6.836	5.206	3.744	3.800	2.986	4.381	3.101	3.140	3.990	6.407	6.530	6.348	7.820	10.075	3.342	5.069	4.330	4.500	7.661
EFCAB10	1.948	8.103	1.460	4.220	1.710	4.150	3.257	8.313	4.134	2.926	2.645	3.312	2.922	1.977	2.192	1.401	2.003	1.663	1.676	2.816	8.293	3.766	4.682	5.011	6.592	2.195	2.497	2.257	2.986	10.594
ATXN7L1	8.079	11.777	9.825	9.753	6.624	7.687	8.767	8.615	12.083	7.185	9.669	9.051	4.053	12.535	11.544	5.322	3.586	4.178	4.277	3.207	9.036	9.484	8.534	9.430	9.083	5.955	7.667	11.292	12.170	13.996
CDHR3	0.269	4.169	0.671	1.861	0.247	0.273	1.309	6.068	0.420	0.838	0.635	0.251	0.196	0.317	0.591	0.262	0.052	0.154	0.494	0.230	8.637	1.270	2.045	1.412	2.365	0.799	0.468	0.623	0.968	7.026
SYPL1	0.143	0.526	0.077	0.465	0.285	0.000	0.000	0.337	0.476	0.190	0.055	0.144	0.194	0.228	0.085	0.000	0.000	0.052	0.000	0.222	0.489	0.523	0.392	0.326	0.374	0.000	0.131	0.200	0.201	0.740
NAMPTP1	81.982	31.240	22.595	22.453	46.932	62.108	19.837	24.761	22.576	30.490	11.608	15.712	8.544	25.837	26.932	37.962	31.423	29.012	29.987	26.958	20.272	12.774	50.123	42.219	39.941	41.030	32.994	20.464	17.172	49.254
CCDC71L	7.385	7.447	11.812	9.465	9.828	6.897	8.352	10.591	9.339	7.710	6.509	6.859	4.813	8.931	7.929	9.172	5.774	9.851	5.378	6.685	6.953	6.973	8.217	6.866	8.746	7.424	5.644	8.208	8.358	9.763
PIK3CG	14.433	6.849	10.464	7.421	11.780	11.740	8.574	9.141	7.656	9.203	4.562	5.471	3.492	5.170	5.225	11.499	10.434	11.277	12.746	8.391	8.037	6.795	11.492	9.220	7.455	6.516	8.380	7.337	6.451	11.642
PRKAR2B	18.187	19.495	28.815	16.076	20.115	24.655	19.680	8.779	21.273	22.385	14.099	21.365	7.963	8.232	7.047	27.789	21.689	16.590	10.976	19.239	15.663	19.615	15.447	18.255	19.313	12.069	14.476	27.877	19.112	11.437
HBP1	29.474	29.824	35.076	26.872	46.010	38.507	35.097	30.595	37.014	34.927	40.443	56.214	27.786	29.459	29.734	37.234	37.443	38.098	31.288	27.545	34.296	33.802	41.902	41.057	38.812	30.632	30.658	44.314	36.187	35.542
COG5	13.953	16.064	17.200	13.901	19.999	17.449	16.403	15.668	17.768	19.478	19.250	23.467	17.410	13.898	14.298	17.724	14.646	16.696	14.905	13.569	14.232	15.876	17.728	18.133	15.723	16.387	14.767	20.128	16.950	17.011
