Geneid	BT1	BT2	BT3	BT4	BT5	CH1	CH2	CH3	CH4	CH5	HT1	HT2	HT3	HT4	HT5	LS1	LS2	LS3	LS4	LS5	LT1	LT2	LT3	LT4	LT5	QY1	QY2	QY3	QY4	QY5
LOC121107775	0.000	0.000	0.000	0.000	0.000	0.245	0.050	0.000	0.000	0.086	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.036	0.000
LOC121107772	0.000	0.031	0.000	0.173	0.127	0.120	0.131	0.372	0.087	0.057	0.000	0.051	0.000	0.000	0.000	0.000	0.160	0.000	0.046	0.000	0.106	0.093	0.023	0.000	0.000	0.000	0.000	0.000	0.048	0.000
LOC121107773	0.000	0.000	0.000	0.000	0.000	0.000	0.099	0.303	0.000	0.257	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121107788	0.000	0.000	0.000	0.000	0.000	0.899	0.000	0.183	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121107768	0.000	0.041	0.000	0.023	0.028	0.000	0.065	0.038	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000
LOC121107770	0.000	0.000	0.000	0.036	0.263	0.125	0.034	0.000	0.000	0.000	0.051	0.053	0.000	0.035	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.099	0.000	0.000	0.025	0.124	0.000
LOC121107782	0.000	0.000	0.041	0.062	0.000	0.143	2.417	5.380	0.000	2.420	0.117	0.046	0.080	0.030	0.000	0.000	0.000	0.000	0.000	0.000	2.095	0.000	0.021	0.130	0.028	0.000	0.000	0.106	0.085	0.000
LOC107051303	0.012	0.025	0.019	0.042	0.103	0.000	0.040	0.058	0.000	0.000	0.027	0.021	0.005	0.027	0.021	0.000	0.000	0.013	0.037	0.036	0.011	0.000	0.000	0.020	0.013	0.000	0.074	0.058	0.048	0.000
LOC112531035	0.000	0.354	0.000	0.316	0.350	1.066	0.100	0.062	0.000	0.000	0.050	0.015	0.006	0.030	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.095	0.000	0.011	0.000	0.091	0.057	0.000	0.010	0.038
LOC121107776	0.000	0.000	0.000	0.035	0.087	0.000	0.168	0.118	0.000	0.116	0.302	0.263	0.144	0.174	0.416	0.038	0.000	0.000	0.047	0.045	0.190	0.064	0.024	0.025	0.195	0.342	0.107	0.073	0.221	0.203
LOC112531072	0.140	0.206	0.188	0.313	0.035	0.462	0.323	0.235	0.287	0.326	0.054	0.028	0.042	0.140	0.083	0.276	0.175	0.179	0.075	0.290	0.261	0.128	0.211	0.199	0.104	0.240	0.300	0.235	0.216	0.470
LOC121107771	0.000	0.060	0.000	0.000	0.041	0.078	0.063	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.046	0.043
LOC121107780	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.024	0.000	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.000
LOC121107789	0.000	0.085	0.000	0.000	0.000	0.145	0.059	0.052	0.000	0.000	0.044	0.000	0.023	0.000	0.000	0.034	0.000	0.000	0.083	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.000
LOC121107766	0.259	0.000	0.250	0.000	0.000	0.147	0.060	0.105	0.080	0.103	0.119	0.031	0.000	0.062	0.093	0.000	0.097	0.000	0.083	0.161	0.048	0.113	0.000	0.000	0.058	0.000	0.000	0.087	0.000	0.000
LOC121107778	0.045	0.049	0.000	0.109	0.100	0.190	0.078	0.023	0.000	0.089	0.026	0.014	0.061	0.027	0.000	0.029	0.000	0.000	0.036	0.035	0.021	0.000	0.000	0.077	0.025	0.066	0.000	0.019	0.831	0.000
LOC121107774	2.251	3.700	3.448	3.497	2.668	3.758	5.997	4.594	5.388	3.352	0.422	0.915	0.379	2.075	1.647	3.808	4.377	2.609	2.664	2.483	2.827	3.501	3.135	2.662	2.001	2.629	2.314	5.950	5.385	3.589
LOC101747443	1.459	1.483	1.423	1.586	1.482	1.562	1.782	1.827	1.322	1.233	2.165	2.104	0.607	1.532	1.658	1.914	1.618	1.595	1.530	1.783	2.283	1.862	1.486	1.264	1.952	1.039	1.318	1.925	2.399	2.001
ZNF555	1.075	1.107	1.842	1.899	1.344	1.177	3.035	2.448	1.383	2.143	2.078	2.340	0.781	3.192	2.726	1.411	2.148	1.744	1.954	1.561	2.420	1.556	1.990	1.540	2.094	0.764	0.923	2.033	3.151	1.959
ZNF624	3.158	5.211	4.433	4.659	2.554	4.536	6.093	5.436	5.050	2.712	2.739	2.216	1.816	5.581	4.650	2.866	2.774	2.442	1.758	3.754	3.282	3.730	3.457	3.556	2.366	3.084	3.883	5.092	4.664	6.695
LOC121107777	0.000	0.000	0.000	0.110	0.090	0.000	0.104	0.091	0.000	0.000	0.017	0.000	0.027	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.033	0.049	0.026	0.000	0.044	0.000	0.025	0.076	0.000
LOC112531075	0.000	0.000	0.000	0.078	0.032	0.030	0.074	0.108	0.000	0.000	0.000	0.000	0.068	0.000	0.192	0.028	0.000	0.000	0.000	0.000	0.180	0.023	0.035	0.000	0.000	0.032	0.000	0.000	0.072	0.000
LOC107050964	3.890	7.157	9.281	7.017	8.898	8.154	10.349	8.587	8.127	15.507	11.632	11.192	10.999	6.493	8.146	9.065	9.943	11.877	17.169	11.865	12.419	8.878	7.148	6.412	6.372	11.130	7.136	8.311	6.771	4.464
LOC107050992	1.313	2.340	2.705	2.971	1.918	1.522	2.419	1.986	1.873	2.042	2.436	2.452	0.911	2.794	2.252	1.689	1.429	3.015	1.480	2.323	2.053	1.695	2.584	1.883	1.761	2.160	1.180	2.705	2.806	2.439
TYK2	6.098	8.021	6.984	9.662	9.219	7.240	8.971	10.632	7.207	7.007	7.353	5.504	2.845	9.830	9.186	8.173	9.652	7.995	7.966	6.533	7.330	8.428	10.212	8.095	7.326	8.286	7.146	8.558	9.895	8.817
CDC37	71.720	81.351	96.755	93.778	111.333	125.847	115.007	102.756	93.330	127.364	140.595	103.475	115.828	90.497	93.014	135.108	141.348	144.697	168.055	156.850	109.453	99.823	105.100	100.605	87.256	142.559	116.428	111.212	104.825	68.715
TRAPPC5	10.879	21.482	23.790	11.877	11.019	9.267	17.186	18.279	19.042	8.618	18.645	13.108	9.615	32.340	30.641	8.786	7.329	14.180	20.210	14.069	15.184	21.514	14.522	16.311	16.059	19.254	12.921	24.408	11.382	11.765
EVI5L	4.080	6.217	7.629	8.836	7.437	8.086	4.968	9.657	3.943	10.028	4.312	3.047	3.912	7.924	8.321	7.362	6.777	5.786	7.101	6.331	4.835	8.338	6.091	5.577	4.499	12.428	9.658	8.644	7.688	2.976
LOC107050724	0.667	4.016	5.116	4.369	1.521	1.748	6.486	8.191	4.576	2.112	2.499	3.228	3.104	2.463	2.348	1.725	1.179	0.579	0.442	1.584	2.721	4.186	5.647	4.741	2.501	0.548	2.466	7.263	4.095	5.908
C3	8.983	73.479	36.632	64.332	20.058	14.312	23.879	36.497	17.432	8.086	7.378	23.697	7.776	23.594	21.737	14.949	33.512	13.205	10.526	9.528	15.251	18.366	17.550	14.284	35.185	3.032	8.721	22.109	20.371	19.509
LOC112530991	0.000	0.302	0.442	0.585	0.000	0.194	0.396	0.208	0.474	0.137	0.158	0.414	0.155	0.493	0.491	0.271	0.000	0.075	0.111	0.000	0.128	0.526	0.451	0.880	0.231	0.000	0.189	0.576	0.636	0.106
ILVBL	14.773	30.148	15.214	23.588	13.818	9.137	21.776	28.260	21.245	20.466	27.517	17.644	20.934	31.739	31.334	8.191	16.774	11.749	16.471	23.786	20.620	20.121	21.196	27.397	19.569	24.950	25.339	21.462	19.793	19.493
SYDE1	7.405	8.725	12.868	9.035	13.521	9.199	8.250	7.134	7.461	13.451	7.398	7.154	4.541	8.615	9.509	11.185	8.676	11.257	8.148	6.018	8.623	7.286	9.538	9.875	6.686	8.398	7.214	12.677	13.511	5.256
LOC107049166	0.596	1.617	5.819	2.707	1.895	2.696	8.649	2.684	3.871	2.614	23.859	10.078	29.828	6.887	6.033	1.147	2.014	2.824	3.071	1.973	3.365	5.782	13.781	16.383	3.154	1.751	10.023	11.712	11.668	0.707
PNPLA6	3.691	7.428	9.247	9.729	3.400	3.076	9.814	8.516	8.067	5.354	9.303	8.054	5.165	12.141	11.658	3.702	5.744	5.134	4.276	4.587	6.939	8.618	8.304	8.069	5.988	5.531	7.019	11.156	11.929	5.632
MCOLN1	15.551	34.077	42.630	40.962	21.124	16.222	42.747	37.960	38.955	24.310	48.127	33.809	23.859	44.667	44.518	15.429	20.711	20.290	18.373	26.322	30.456	40.471	26.398	26.495	20.327	23.896	33.444	40.821	46.213	27.805
CYP4F11	17.457	32.519	20.373	18.930	19.537	11.827	23.121	40.034	22.201	20.011	18.479	10.080	24.024	17.265	24.505	10.393	27.214	17.255	16.792	22.764	23.094	23.246	20.622	27.042	33.604	25.064	31.870	16.578	16.986	21.235
PGLYRP2	1.177	3.368	0.758	1.432	0.842	0.799	3.200	7.549	2.926	1.690	0.353	0.511	0.912	3.039	4.121	0.494	4.154	0.669	0.303	2.119	4.207	3.967	3.205	3.538	5.685	2.974	4.924	1.104	1.743	4.628
RASAL3	4.441	9.877	8.228	11.623	3.650	2.715	16.420	18.320	10.127	6.555	5.395	5.857	7.301	4.332	6.088	6.553	7.388	2.808	5.295	10.506	9.717	12.290	13.757	12.910	7.621	3.984	9.842	15.960	9.129	9.289
WIZ	12.163	15.794	16.132	16.669	18.543	16.098	13.203	12.764	11.589	16.052	12.689	14.134	5.690	16.880	16.540	15.293	12.515	18.939	14.036	10.779	12.997	13.439	14.385	14.562	14.797	16.284	12.436	18.727	20.307	15.645
AKAP8L	15.860	14.103	14.776	17.154	16.842	21.536	14.591	18.003	13.719	24.245	15.066	11.369	9.161	14.859	15.176	23.670	18.351	22.977	21.551	23.040	18.170	14.350	16.987	14.582	14.763	23.599	18.540	13.055	13.168	19.726
AKAP8	14.500	24.811	29.556	32.630	12.130	14.761	27.577	26.039	30.169	22.709	42.165	33.400	31.037	48.226	42.508	19.583	14.478	17.538	15.994	22.699	23.620	25.319	26.201	23.942	18.098	17.103	23.691	34.706	36.739	17.518
GIPC1	14.475	15.924	14.887	16.493	20.804	21.534	14.419	14.512	8.594	18.520	13.281	13.813	8.678	19.350	18.589	23.862	17.586	24.107	32.165	19.679	16.066	13.872	15.235	13.786	14.086	18.798	14.484	13.289	13.621	9.690
DNAJB1	15.151	24.104	46.087	35.748	16.223	16.479	22.724	26.622	40.068	20.952	33.980	60.752	19.434	54.736	48.085	18.567	15.534	22.480	14.894	17.068	20.627	44.523	16.601	23.910	16.776	29.821	33.073	45.541	98.432	25.644
LOC107050163	5.017	12.779	6.718	9.708	6.023	4.474	6.320	5.024	8.186	6.913	2.871	3.834	2.807	6.238	6.916	2.253	2.843	3.644	2.114	3.240	9.242	6.888	5.687	5.030	7.038	4.549	5.806	5.864	6.090	7.400
DCAF15	5.962	7.906	8.908	8.612	9.680	8.503	10.175	9.928	8.819	12.202	11.257	8.755	9.689	9.734	7.701	12.853	8.092	9.311	8.913	8.591	8.420	6.522	10.823	9.088	10.472	6.957	9.325	10.340	9.315	6.055
LOC101748080	7.877	14.271	11.079	13.468	5.788	7.787	14.145	12.133	14.026	9.003	24.233	18.367	18.961	19.289	18.741	6.216	7.546	6.624	5.631	9.146	11.301	12.955	12.464	14.505	11.791	7.118	14.171	17.664	17.679	9.932
LOC101749673	0.401	1.008	0.553	0.766	0.085	0.324	0.330	0.750	0.439	0.685	0.396	0.276	0.645	0.616	0.613	0.376	0.430	0.438	0.553	1.599	1.491	1.503	1.126	0.928	0.896	0.841	0.263	0.240	0.337	0.797
NANOS3	0.608	2.465	0.515	1.285	0.191	0.136	1.806	4.002	0.614	1.723	0.461	0.771	0.389	0.574	0.915	0.588	0.060	0.945	0.361	0.845	3.217	1.051	1.890	1.667	1.288	0.423	0.264	0.590	1.481	3.345
LOC121107791	2.593	5.867	10.526	16.202	3.514	1.500	17.780	10.308	8.565	11.042	14.585	8.911	14.205	11.833	14.104	2.397	5.806	4.349	1.471	5.533	8.801	12.217	4.783	6.112	2.339	4.760	2.135	5.058	6.867	5.313
C30H19orf53	45.754	66.745	77.548	65.780	55.588	48.460	57.973	77.504	74.915	87.484	68.762	53.399	95.126	93.942	80.439	58.914	31.493	47.823	36.716	73.899	43.641	52.720	51.622	58.278	46.495	71.406	37.098	56.806	56.594	54.499
MRI1	30.184	46.784	53.276	49.955	36.360	30.844	49.645	53.664	51.281	56.084	67.648	52.578	69.949	67.886	61.120	39.150	27.884	37.089	31.455	48.567	40.223	39.931	37.695	41.294	31.452	39.516	29.831	51.037	48.869	38.433
CCDC130	1.967	4.074	5.214	5.772	3.623	3.926	4.265	4.083	5.681	4.614	6.802	8.227	2.920	7.469	10.335	2.734	2.389	3.163	3.726	2.694	3.230	3.798	4.080	2.964	2.717	1.869	4.352	9.109	9.931	4.478
LOC107050335	1.616	1.682	2.320	2.285	1.139	1.050	1.383	2.246	1.642	2.438	3.071	2.092	3.041	3.733	2.926	1.863	1.025	1.528	1.160	2.034	1.951	1.242	1.844	1.622	2.271	1.251	1.222	1.554	1.782	1.927
LPAR2	24.972	41.836	34.778	35.159	32.405	38.348	35.836	55.717	44.771	43.838	33.490	43.337	32.983	37.119	35.432	37.678	39.966	44.205	38.164	41.901	51.603	38.551	37.569	39.170	54.978	51.193	43.658	32.319	47.351	49.588
PBX4	5.217	5.987	5.573	6.949	4.961	7.058	4.713	4.444	5.864	4.393	6.557	4.444	3.465	7.150	7.551	4.663	3.292	5.359	4.996	3.420	5.399	5.314	5.273	5.413	5.882	4.558	6.105	4.820	5.411	5.047
DSN1	24.558	30.422	24.906	31.465	26.353	25.770	31.765	32.317	27.805	32.360	46.733	38.416	52.721	30.174	29.610	30.512	31.371	28.576	38.431	47.399	27.203	36.498	33.782	35.995	28.682	24.245	31.295	35.539	26.448	25.180
MVB12A	35.618	55.316	53.655	54.633	38.810	32.222	53.109	62.644	52.558	44.083	64.694	53.731	62.514	62.931	64.308	35.755	42.867	43.752	42.775	50.018	50.929	52.518	56.340	57.916	52.906	42.429	47.805	53.731	53.825	50.371
ATP13A1	14.271	32.609	37.082	39.444	11.205	11.546	33.048	34.022	31.666	17.175	52.804	46.433	33.181	44.384	41.199	10.100	11.075	13.221	12.463	15.496	26.641	34.022	27.576	31.163	25.759	15.850	25.109	48.981	47.818	28.947
CHCHD5	10.129	9.548	8.894	9.075	8.144	5.674	7.695	9.618	7.866	9.886	7.701	6.507	6.666	9.218	8.257	11.996	6.704	10.659	7.714	8.805	8.310	6.966	8.959	7.516	10.406	6.913	5.937	10.522	7.249	8.701
LOC101750514	0.000	0.074	0.000	0.000	0.050	0.000	0.503	0.169	0.180	0.067	0.348	0.222	0.106	0.000	0.360	0.044	0.000	0.110	0.000	0.208	0.062	0.110	0.028	0.287	0.188	0.000	0.123	0.225	0.056	0.052
LOC396477	2.050	4.986	0.521	3.019	0.643	6.865	1.243	1.849	3.311	1.721	2.487	1.365	1.410	3.740	3.469	3.965	12.354	4.719	10.945	26.795	3.113	1.771	5.928	6.448	5.428	2.219	7.324	1.355	1.997	1.503
FBXL12	7.442	11.021	12.988	13.858	9.557	12.058	14.700	19.160	13.260	16.431	20.352	19.209	16.146	17.310	17.995	9.090	8.809	15.019	13.180	13.059	11.452	15.531	14.925	14.855	10.238	13.031	13.074	15.434	15.123	9.923
UBL5	110.801	94.293	100.116	81.333	132.087	164.221	97.365	122.961	82.313	125.750	87.579	82.302	95.795	65.348	83.926	187.276	129.282	176.300	156.208	174.652	94.597	79.010	110.222	109.685	115.913	145.042	107.481	94.962	72.843	92.593
PIN1	24.955	26.142	28.646	22.817	35.777	28.649	31.483	27.882	21.944	32.633	25.920	23.891	29.828	18.618	20.015	31.393	26.250	32.754	33.652	34.411	33.351	26.778	32.122	31.478	23.365	22.176	25.878	24.356	21.062	20.727
OLFM2	1.337	6.442	5.121	4.723	5.408	3.329	6.083	5.967	3.759	5.709	10.856	8.895	7.198	10.117	10.345	7.684	10.392	6.540	4.919	8.988	8.409	6.754	4.331	6.682	3.984	3.926	6.188	4.210	4.659	4.433
RDH8	1.245	0.996	1.002	1.308	0.422	0.400	1.369	1.141	0.868	1.805	1.142	1.262	0.816	1.691	1.011	0.371	0.850	0.433	1.002	1.493	1.843	1.300	1.624	1.063	0.759	0.998	0.935	0.427	0.952	0.701
LOC107051197	7.207	11.091	11.874	11.847	6.459	6.429	12.598	12.586	12.438	10.946	12.063	10.028	10.167	10.614	12.490	6.925	9.500	7.926	7.667	10.719	10.538	10.137	12.838	14.135	12.804	8.505	11.569	13.650	10.756	9.329
EIF3G	147.319	184.316	144.396	153.655	226.663	198.992	201.302	214.934	193.328	209.569	266.089	203.531	260.525	189.389	193.288	245.782	244.454	232.722	261.983	230.340	186.912	172.309	215.915	225.345	219.423	211.014	194.317	197.631	194.786	156.798
DNMT1	6.474	12.359	13.118	14.598	10.711	8.972	12.181	12.135	9.260	10.106	8.922	8.713	3.961	10.070	9.674	10.674	11.911	10.487	9.954	9.934	11.658	8.699	11.304	10.166	10.152	8.035	8.748	13.652	12.336	14.269
S1PR2	5.787	6.904	8.852	6.494	7.046	6.394	6.710	7.682	5.657	7.635	3.522	5.229	1.873	9.254	8.152	6.096	2.141	8.954	2.428	3.099	4.740	4.101	6.147	5.044	5.694	5.027	3.102	6.108	11.965	5.298
ELOF1	27.878	19.801	34.843	20.908	28.443	27.549	20.571	34.381	23.769	49.365	23.472	20.953	30.427	24.909	24.655	45.287	18.540	40.832	17.866	39.483	24.681	22.503	24.964	21.833	23.145	27.824	14.771	19.377	27.553	15.605
ACP5	11.187	39.867	56.546	25.048	14.732	13.778	31.219	37.087	46.956	22.163	28.475	23.568	66.394	165.212	146.981	28.282	43.923	19.583	10.056	91.707	18.265	30.634	28.810	30.055	18.720	9.071	20.774	60.457	20.037	28.257
NFIX	39.960	41.188	27.792	40.586	46.293	60.509	34.837	31.904	27.728	62.973	10.818	13.765	4.157	29.746	31.327	98.334	60.800	77.576	39.120	40.788	38.680	24.703	37.335	31.272	57.380	69.398	37.242	22.815	26.174	37.068
GADD45GIP1	54.843	67.801	59.891	58.328	66.576	67.471	65.172	78.189	63.852	81.716	71.057	57.275	87.005	61.231	61.393	73.839	70.055	83.470	79.926	103.883	64.527	62.691	64.663	70.223	52.924	86.731	63.506	52.017	50.792	56.039
RAD23A	83.831	94.947	99.063	83.993	125.312	109.348	100.471	112.309	97.779	132.341	102.890	91.849	93.327	93.858	89.333	160.342	111.444	161.455	142.651	163.467	106.453	95.704	111.281	107.767	97.792	138.772	99.694	83.266	87.480	79.282
CALR	266.915	473.365	496.487	512.608	295.264	397.630	473.611	624.062	565.878	437.876	411.071	411.950	529.408	405.742	430.160	331.501	354.515	351.753	345.855	383.308	508.728	435.572	480.199	471.538	568.549	462.312	567.380	603.534	526.111	496.679
FARSA	21.768	35.059	35.028	39.404	25.872	26.505	36.899	41.784	37.042	38.762	31.074	28.536	32.745	37.118	35.873	45.478	33.335	31.729	32.523	46.844	34.676	37.911	41.023	39.442	36.856	35.037	31.413	35.336	32.379	32.524
SYCE2	1.789	2.559	2.447	4.136	1.200	0.632	3.297	2.435	3.362	1.427	3.557	2.749	4.152	2.887	1.758	2.818	3.358	1.467	1.584	4.443	2.914	3.230	3.374	4.353	1.800	2.102	3.200	3.446	3.086	3.254
GCDH	32.706	57.045	38.301	50.336	30.362	27.560	43.561	46.115	44.100	42.921	86.014	54.027	88.313	66.635	62.054	29.861	42.158	39.381	50.127	68.097	49.115	63.092	45.327	48.584	35.780	48.374	52.791	47.072	51.067	37.786
LOC107049412	1.920	4.074	2.649	4.005	0.204	1.745	2.211	4.148	2.104	1.914	9.722	5.784	5.871	5.246	3.185	1.260	0.772	1.949	3.975	0.426	2.170	3.601	2.024	2.225	3.067	1.611	2.768	3.905	4.616	4.140
GMIP	1.851	5.434	6.663	6.445	3.293	1.799	5.474	10.530	5.846	2.674	1.700	1.707	1.152	3.912	3.615	3.324	1.997	1.467	0.875	1.795	4.402	5.125	6.363	5.184	4.138	1.206	3.066	6.983	6.072	10.491
NXNL1	0.423	0.286	0.366	0.356	0.485	0.000	0.262	0.754	0.175	0.972	0.300	0.470	0.308	0.622	0.523	0.299	0.793	0.107	0.052	0.656	0.363	0.249	0.267	0.278	0.254	0.478	0.268	0.272	0.246	0.881
SLC27A1	1.996	6.466	7.494	7.060	3.086	3.292	10.599	11.067	10.263	4.642	7.795	9.174	7.211	8.659	8.186	4.754	3.538	2.707	2.321	4.704	7.395	8.087	8.182	7.162	6.528	3.094	6.035	8.387	7.712	7.552
PGLS	69.470	84.710	66.592	71.966	83.834	70.586	72.616	96.538	74.798	90.535	90.653	78.225	105.089	82.260	85.244	64.858	75.754	73.311	76.512	77.225	75.151	71.248	90.967	78.411	70.110	72.282	67.141	59.646	64.867	70.509
BRD4	25.809	29.470	36.880	34.985	37.341	37.848	35.756	32.833	29.503	34.248	44.380	44.192	31.177	38.420	39.553	32.835	30.574	40.295	32.175	29.338	32.586	32.355	30.663	31.502	30.450	31.472	28.118	43.943	45.196	28.367
LOC107049411	3.744	8.059	5.370	5.446	3.276	1.496	3.562	4.923	3.870	4.056	2.345	2.942	1.320	6.810	6.542	4.272	4.124	4.182	4.324	2.400	4.847	4.363	5.939	3.057	5.186	4.542	4.927	3.953	3.835	7.495
LOC121107827	0.000	0.081	0.000	0.045	0.055	0.000	0.170	0.260	0.085	0.000	0.021	0.067	0.000	0.044	0.264	0.000	5.123	1.048	0.000	0.000	0.000	0.000	0.000	0.157	0.000	0.000	0.000	0.124	0.279	0.114
LOC121107800	0.381	0.419	0.204	1.004	0.284	0.000	0.219	0.384	0.049	0.000	0.512	0.995	0.830	0.152	0.227	0.250	2.384	0.347	0.409	1.380	0.118	0.556	0.156	0.271	0.213	0.000	1.282	0.691	1.015	0.786
LOC107049386	0.030	0.792	0.724	0.657	0.313	0.000	0.173	0.393	0.138	0.060	0.708	0.542	0.122	0.323	0.321	0.197	20.936	4.032	0.193	0.652	0.084	0.164	0.221	0.205	0.134	0.000	0.055	0.301	0.252	0.023
LOC101747670	12.524	8.509	19.662	14.194	10.124	16.515	12.701	12.128	16.718	16.662	25.120	17.957	33.543	18.333	16.900	16.511	15.687	23.194	27.173	21.192	12.963	13.161	19.607	18.507	16.514	14.556	15.281	26.101	23.246	10.590
LIG1	1.650	2.246	6.480	5.341	3.543	2.135	3.864	5.807	4.933	4.849	6.558	6.789	4.914	5.448	6.293	3.339	3.201	2.140	2.161	2.474	4.371	4.466	4.929	4.535	3.657	2.751	3.488	6.088	6.493	4.501
ZNF628	14.389	12.709	17.281	15.066	22.012	17.614	11.322	12.028	9.078	20.314	10.688	14.603	8.255	16.971	16.683	16.550	14.761	24.080	14.338	11.796	14.110	11.376	13.037	11.265	12.216	16.605	11.047	11.826	15.860	13.418
LOC101747860	3.464	9.336	6.075	6.855	2.855	4.062	5.104	4.648	9.362	5.705	2.413	2.194	1.952	8.639	7.221	2.324	3.679	2.666	1.632	5.237	4.611	5.300	4.620	4.021	5.776	2.699	4.209	5.772	7.646	6.921
LOC101748207	0.116	0.468	0.249	0.377	0.173	0.055	0.356	0.234	0.475	0.386	0.334	0.233	0.192	0.277	0.553	0.406	2.832	0.592	0.311	1.501	0.216	0.254	0.285	0.165	0.303	0.795	0.426	0.194	0.130	0.210
SBK3	0.000	0.099	0.289	0.600	0.067	0.000	0.155	0.045	0.034	0.000	0.465	0.162	0.182	0.161	0.641	0.294	0.000	0.000	0.000	0.070	0.000	0.147	0.147	0.000	0.201	0.395	0.041	0.301	0.226	0.000
LOC769729	30.825	22.583	54.540	31.733	37.562	59.050	44.096	34.411	39.203	53.695	76.766	66.105	85.498	34.845	33.740	62.021	47.611	59.903	55.832	50.324	35.948	27.194	44.170	45.669	46.235	56.937	34.560	54.962	50.864	20.081
DMBT1	0.572	3.532	4.751	3.255	3.686	1.982	7.819	12.612	7.133	3.788	4.625	7.336	4.506	3.617	3.856	1.598	2.701	1.029	0.772	2.033	2.077	5.188	5.930	7.765	4.084	0.542	2.826	8.451	7.203	2.670
LOC426820	1.202	6.178	6.224	4.735	5.876	3.435	12.534	14.535	8.224	6.672	3.550	5.952	5.524	4.460	4.805	2.798	4.025	2.670	1.198	2.482	4.349	8.842	12.420	11.026	8.536	1.202	3.513	10.722	7.926	4.528
LOC426821	7.138	7.693	8.332	9.411	11.224	9.128	9.265	9.816	8.196	10.897	9.593	7.742	5.047	8.901	7.738	10.044	9.175	12.403	11.857	9.380	9.329	8.937	9.099	7.871	8.878	9.028	9.801	9.932	9.285	7.407
LOC769841	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.064	0.000	0.000	0.066	0.099	0.000	0.000	0.000	0.089	1.032	0.000	0.000	0.000	0.000	0.124	0.000	0.000	0.000	0.047	0.000
LOC121106432	0.000	0.000	0.000	0.000	0.000	0.144	0.029	0.000	0.020	0.051	0.015	0.000	0.011	0.000	0.000	0.067	1.532	0.307	0.246	0.356	0.000	0.000	0.146	0.044	0.057	0.112	0.000	0.000	0.043	0.059
PIT54	1.926	0.121	0.000	0.000	0.328	0.311	0.000	0.111	0.000	0.000	0.571	0.000	0.025	1.447	1.671	6.139	58.146	12.273	3.455	8.199	0.051	0.000	0.767	0.658	0.554	0.081	0.000	0.000	0.000	0.341
SULT2B1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.027	0.000	0.093	0.000	0.000	0.000	0.000
CD163	0.031	0.135	0.000	0.037	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.275	0.000	0.519	0.067	0.198	0.143	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.000	0.026	0.000
BTN3A2	0.377	0.178	0.087	0.066	0.000	0.000	0.434	0.597	0.000	0.000	0.031	0.227	0.000	0.000	0.000	0.071	0.404	0.177	0.607	0.084	0.301	0.118	0.265	0.184	0.903	0.000	0.247	0.000	0.045	0.292
LOC121107837	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.049	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.162	0.000	0.000	0.047	0.000
LOC107055478	0.000	0.000	0.000	0.253	0.000	0.000	0.239	0.471	0.000	0.000	0.000	0.125	0.000	0.124	0.093	0.614	0.098	0.057	0.000	0.081	0.483	0.057	0.256	0.222	0.407	0.000	0.429	0.000	0.131	0.040
LOC121107875	0.000	0.000	0.000	0.258	0.000	0.000	0.000	0.000	0.000	0.000	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.089	0.089	0.000
